health_region,type_of_expenditure,activity,contents,year,value,type_of_service,occupation
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Sykehuset i Vestfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Total,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Ambulance service,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Man years, total"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2021,NA,Shared services,"Service, technical  and/or operating procedures"
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2008,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2020,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years unadjusted for long term leaves,2021,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2020,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Contracted man-years adjusted for long term leaves per 1 000 inhabitants,2021,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2008,NA,Shared services,Other occupations
Sykehuset Østfold HF,NA,NA,Employed persons per 1 000 inhabitants,2020,NA,Shared services,Other occupations
