health region,type of expenditure,activity,contents,year,value
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Current prices (NOK million),2005,7
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Current prices (NOK million),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Current prices (NOK million),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
"Diakonhjemmet sykehus, alderpsykiatriske avdeling Søndre Borgen (Helseregion Sør-Øst. Tidl. Helseregion Øst)",Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,83
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Other expenditures,Sum all functions,Current prices (NOK million),2005,13
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Other expenditures,Sum all functions,Current prices (NOK million),2020,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Other expenditures,Sum all functions,Current prices (NOK million),2021,NA
Almenpsykiatrisk avdeling Vor Frue Hospital  (Helseregion Sør-Øst. Tidligere Helseregion Øst),Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA
